student_id,full_name,gender,date_naissance,level,cycle,annee_inscription,status,filiere_id,group_id
STU00175,Houria Zouheir,F,2005-11-27,AP1,PREPA,2024,Actif,7,5
STU00033,Ikram Ait Ali,F,2007-01-27,AP1,PREPA,2024,Actif,7,3
STU00176,Houda Karim,F,2001-02-26,AP1,PREPA,2024,Actif,7,6
STU00034,Nora Nafie,F,2006-08-27,AP1,PREPA,2024,Actif,7,4
STU00177,Majda Abdelmajid,F,2007-10-27,AP1,PREPA,2024,Actif,7,7
STU00035,Larbi Boukhris,M,2007-04-29,AP1,PREPA,2024,Actif,7,5
STU00178,Laila Ben Abdelkader,F,2005-05-28,AP1,PREPA,2024,Actif,7,8
STU00036,Abdessamad Kabbaj,M,2007-08-27,AP1,PREPA,2024,Actif,7,6
STU00179,Meriem Karim,F,2007-02-27,AP1,PREPA,2024,Actif,7,9
STU00037,Hatim Amzil,M,2007-01-27,AP1,PREPA,2024,Actif,7,7
STU00180,Anas Slaoui,M,2006-05-29,AP1,PREPA,2024,Actif,7,10
STU00038,Badis Zaari,M,2005-10-27,AP1,PREPA,2024,Actif,7,8
STU00181,Nawal Essaidi,F,2002-02-27,AP1,PREPA,2024,Actif,7,1
STU00039,Nabil Zerhouni,M,2000-07-29,AP1,PREPA,2024,Actif,7,9
STU00182,Fadila Ait Moulay,F,2005-10-27,AP1,PREPA,2024,Actif,7,2
STU00040,Malak Chraibi,F,2007-02-27,AP1,PREPA,2024,Actif,7,10
STU00183,Maryam Cherkaoui,F,2004-06-28,AP1,PREPA,2024,Actif,7,3
STU00041,Abdelaziz Zemmouri,M,2000-01-27,AP1,PREPA,2024,Actif,7,1
STU00184,Mounir Berrada,M,2007-06-29,AP1,PREPA,2024,Actif,7,4
STU00042,Hicham Rahmani,M,2004-03-28,AP1,PREPA,2024,Actif,7,2
STU00185,Majda Ben Moussa,F,2002-04-29,AP1,PREPA,2024,Actif,7,5
STU00043,Yahya Mekouar,M,2005-05-28,AP1,PREPA,2024,Actif,7,3
STU00186,Halima Idrissi,F,2000-03-28,AP1,PREPA,2024,Actif,7,6
STU00044,Abdellatif Imghrane,M,2003-12-27,AP1,PREPA,2024,Actif,7,4
STU00187,Mina Abdelali,F,2003-11-27,AP1,PREPA,2024,Actif,7,7
STU00045,Ilham Nadir,F,2002-01-27,AP1,PREPA,2024,Actif,7,5
STU00188,Jamal Boudinar,M,2000-07-29,AP1,PREPA,2024,Actif,7,8
STU00046,Walid Filali,M,2006-11-27,AP1,PREPA,2024,Actif,7,6
STU00189,Saad Boukhari,M,2000-07-29,AP1,PREPA,2024,Actif,7,9
STU00047,Ghali Meknassi,M,2000-06-28,AP1,PREPA,2024,Actif,7,7
STU00190,Abdessamad Ben Slimane,M,2000-03-28,AP1,PREPA,2024,Actif,7,10
STU00048,Hakim Chraibi,M,2001-06-28,AP1,PREPA,2024,Actif,7,8
STU00191,Farid Ben Abdelkader,M,2007-02-27,AP1,PREPA,2024,Actif,7,1
STU00049,Latifa Moussaoui,F,2006-09-27,AP1,PREPA,2024,Actif,7,9
STU00192,Dalila Ezzahiri,F,2006-03-29,AP1,PREPA,2024,Actif,7,2
STU00050,Dounia Sekkat,F,2005-08-27,AP1,PREPA,2024,Actif,7,10
STU00193,Jamila Abdelkader,F,2001-10-27,AP1,PREPA,2024,Actif,7,3
STU00051,Nisrine Tahri,F,2000-01-27,AP1,PREPA,2024,Actif,7,1
STU00194,Siham Zerhouni,F,2000-03-28,AP1,PREPA,2024,Actif,7,4
STU00052,Hiba El Mansouri,F,2003-07-30,AP1,PREPA,2024,Actif,7,2
STU00195,Driss Tangaoui,M,2005-04-28,AP1,PREPA,2024,Actif,7,5
STU00053,Kahina Erraji,F,2004-12-26,AP1,PREPA,2024,Actif,7,3
STU00196,Houria El Bakali,F,2005-08-27,AP1,PREPA,2024,Actif,7,6
STU00054,Taoufik Zakkar,M,2002-04-29,AP1,PREPA,2024,Actif,7,4
STU00197,Adil Sqalli,M,2006-08-27,AP1,PREPA,2024,Actif,7,7
STU00055,Saad Guedira,M,2007-11-27,AP1,PREPA,2024,Actif,7,5
STU00198,Jamila Bouayad,F,2006-03-29,AP1,PREPA,2024,Actif,7,8
STU00056,Farid Ait Moulay,M,2007-09-27,AP1,PREPA,2024,Actif,7,6
STU00199,Nour Oudghiri,F,2004-10-26,AP1,PREPA,2024,Actif,7,9
STU00057,Rahma Erraji,F,2006-08-27,AP1,PREPA,2024,Actif,7,7
STU00200,Majda Abdelmajid,F,2003-07-30,AP1,PREPA,2024,Actif,7,10
STU00058,Nisrine Sqalli,F,2000-01-27,AP1,PREPA,2024,Actif,7,8
STU00201,Hicham Tami,M,2001-04-28,AP1,PREPA,2024,Actif,7,1
STU00059,Mehdi Yassine,M,2001-02-26,AP1,PREPA,2024,Actif,7,9
STU00202,Badr El Kadiri,M,2006-02-27,AP1,PREPA,2024,Actif,7,2
STU00060,Hamza Mabrouki,M,2003-09-27,AP1,PREPA,2024,Actif,7,10
STU00203,Imad Ben Amor,M,2007-07-30,AP1,PREPA,2024,Actif,7,3
STU00061,Nabila Bouizgarne,F,2001-09-27,AP1,PREPA,2024,Actif,7,1
STU00204,Zakaria Ezzahiri,M,2001-05-28,AP1,PREPA,2024,Actif,7,4
STU00062,Zineb Ait Brahim,F,2006-12-27,AP1,PREPA,2024,Actif,7,2
STU00205,Ilham Ben Ahmed,F,2005-01-26,AP1,PREPA,2024,Actif,7,5
STU00063,Safae Tahri,F,2000-01-27,AP1,PREPA,2024,Actif,7,3
STU00206,Majda Rahmouni,F,2006-10-27,AP1,PREPA,2024,Actif,7,6
STU00064,Majda Hadifi,F,2004-02-27,AP1,PREPA,2024,Actif,7,4
STU00207,Ilham El Bakali,F,2000-03-28,AP1,PREPA,2024,Actif,7,7
STU00065,Wafaa Ait Lahcen,F,2004-10-26,AP1,PREPA,2024,Actif,7,5
STU00208,Rachida Amzil,F,2007-03-29,AP1,PREPA,2024,Actif,7,8
STU00066,Ezzedine Ibrahimi,M,2000-02-27,AP1,PREPA,2024,Actif,7,6
STU00209,Hamza Agadiri,M,2001-04-28,AP1,PREPA,2024,Actif,7,9
STU00067,Zineb Naciri,F,2006-03-29,AP1,PREPA,2024,Actif,7,7
STU00210,Driss Bargach,M,2000-10-26,AP1,PREPA,2024,Actif,7,10
STU00068,Karim Mahmoudi,M,2001-07-29,AP1,PREPA,2024,Actif,7,8
STU00211,Driss Mekouar,M,2005-08-27,AP1,PREPA,2024,Actif,7,1
STU00069,Amine Ezzahiri,M,2003-07-30,AP1,PREPA,2024,Actif,7,9
STU00212,Widad Ait Taleb,F,2004-03-28,AP1,PREPA,2024,Actif,7,2
STU00070,Saad Ben Abdelkader,M,2006-03-29,AP1,PREPA,2024,Actif,7,10
STU00213,Samira Bouabid,F,2003-11-27,AP1,PREPA,2024,Actif,7,3
STU00071,Kamal El Bakali,M,2003-12-27,AP1,PREPA,2024,Actif,7,1
STU00214,Tamurt Balafrej,F,2001-07-29,AP1,PREPA,2024,Actif,7,4
STU00072,Safae Rbati,F,2005-04-28,AP1,PREPA,2024,Actif,7,2
STU00215,Jugurtha Zeroual,M,2006-05-29,AP1,PREPA,2024,Actif,7,5
STU00073,Manal Doukkali,F,2002-12-27,AP1,PREPA,2024,Actif,7,3
STU00216,Houria Lahlou,F,2000-02-27,AP1,PREPA,2024,Actif,7,6
STU00074,Kawtar Akdim,F,2006-07-30,AP1,PREPA,2024,Actif,7,4
STU00217,Samira Akdim,F,2000-10-26,AP1,PREPA,2024,Actif,7,7
STU00075,Fatna Zekri,F,2000-07-29,AP1,PREPA,2024,Actif,7,5
STU00218,Elias Rahmouni,M,2001-02-26,AP1,PREPA,2024,Actif,7,8
STU00076,Nasir Doukkali,M,2001-08-27,AP1,PREPA,2024,Actif,7,6
STU00219,Rafik Sekkat,M,2004-01-27,AP1,PREPA,2024,Actif,7,9
STU00077,Farid Tanjaoui,M,2003-10-27,AP1,PREPA,2024,Actif,7,7
STU00220,Anas Nadir,M,2001-11-27,AP1,PREPA,2024,Actif,7,10
STU00078,Kenza Touhami,F,2000-05-28,AP1,PREPA,2024,Actif,7,8
STU00221,Ghizlane Abdelkader,F,2004-06-28,AP1,PREPA,2024,Actif,7,1
STU00079,Said Znagui,M,2000-02-27,AP1,PREPA,2024,Actif,7,9
STU00222,Afaf Ben Youssef,F,2004-10-26,AP1,PREPA,2024,Actif,7,2
STU00080,Abdelilah Doukkali,M,2001-07-29,AP1,PREPA,2024,Actif,7,10
STU00223,Meriem Alaoui,F,2002-04-29,AP1,PREPA,2024,Actif,7,3
STU00081,Imad Amraoui,M,2005-03-28,AP1,PREPA,2024,Actif,7,1
STU00224,Abdelkader Ait Ali,M,2007-10-27,AP1,PREPA,2024,Actif,7,4
STU00082,Rim Bensmail,F,2002-04-29,AP1,PREPA,2024,Actif,7,2
STU00225,Adil Khalfi,M,2005-07-29,AP1,PREPA,2024,Actif,7,5
STU00083,Nora Boukhari,F,2001-10-27,AP1,PREPA,2024,Actif,7,3
STU00226,Jalil Ben Abdelkader,M,2001-04-28,AP1,PREPA,2024,Actif,7,6
STU00084,Hamza Sabbagh,M,2000-12-26,AP1,PREPA,2024,Actif,7,4
STU00085,Amina Alami,F,2006-11-27,AP1,PREPA,2024,Actif,7,5
STU00227,Munir Elmalki,M,2006-10-27,AP1,PREPA,2024,Actif,7,7
STU00086,Mahdi Doukkali,M,2005-08-27,AP1,PREPA,2024,Actif,7,6
STU00228,Hafsa Bouizgarne,F,2006-01-27,AP1,PREPA,2024,Actif,7,8
STU00087,Afaf Daoudi,F,2007-12-27,AP1,PREPA,2024,Actif,7,7
STU00229,Afaf Ben Othman,F,2004-12-26,AP1,PREPA,2024,Actif,7,9
STU00088,Ismail Sqalli,M,2003-05-29,AP1,PREPA,2024,Actif,7,8
STU00230,Amine Amazigh,M,2000-12-26,AP1,PREPA,2024,Actif,7,10
STU00089,Dihya Zoulikha,M,2003-02-27,AP1,PREPA,2024,Actif,7,9
STU00231,Hafida Alami,F,2005-10-27,AP1,PREPA,2024,Actif,7,1
STU00090,Najat Mansouri,F,2001-10-27,AP1,PREPA,2024,Actif,7,10
STU00232,Lalla Essaidi,F,2004-03-28,AP1,PREPA,2024,Actif,7,2
STU00091,Aylal Tangaoui,M,2006-04-29,AP1,PREPA,2024,Actif,7,1
STU00233,Wafaa Abdelkarim,F,2006-02-27,AP1,PREPA,2024,Actif,7,3
STU00092,Aylal Slaoui,M,2002-02-27,AP1,PREPA,2024,Actif,7,2
STU00234,Tanirt Zahraoui,F,2003-02-27,AP1,PREPA,2024,Actif,7,4
STU00093,Fatna Laghzaoui,F,2005-08-27,AP1,PREPA,2024,Actif,7,3
STU00235,Tamurt Ait Lahcen,F,2006-05-29,AP1,PREPA,2024,Actif,7,5
STU00094,Rayan Zeroual,M,2003-06-29,AP1,PREPA,2024,Actif,7,4
STU00236,Laila Sekkat,F,2007-12-27,AP1,PREPA,2024,Actif,7,6
STU00095,Zakiya Zeroual,F,2002-04-29,AP1,PREPA,2024,Actif,7,5
STU00237,Rayhana Boucetta,F,2000-05-28,AP1,PREPA,2024,Actif,7,7
STU00096,Imad Ait Ali,M,2002-05-29,AP1,PREPA,2024,Actif,7,6
STU00238,Tafukt Jennane,F,2003-04-29,AP1,PREPA,2024,Actif,7,8
STU00097,Nour Bouabid,F,2004-09-26,AP1,PREPA,2024,Actif,7,7
STU00239,Nour Ben Moussa,F,2001-02-26,AP1,PREPA,2024,Actif,7,9
STU00098,Tazerwalt Ouzzi,F,2005-09-27,AP1,PREPA,2024,Actif,7,8
STU00240,Fadila Abdelali,F,2006-07-30,AP1,PREPA,2024,Actif,7,10
STU00099,Rafik Ait Moulay,M,2000-12-26,AP1,PREPA,2024,Actif,7,9
STU00241,Aisha Ennibi,F,2003-08-27,AP1,PREPA,2024,Actif,7,1
STU00100,Malika Sbai,F,2001-10-27,AP1,PREPA,2024,Actif,7,10
STU00242,Samir Bouabid,M,2000-10-26,AP1,PREPA,2024,Actif,7,2
STU00101,Joumana Sadiki,F,2006-11-27,AP1,PREPA,2024,Actif,7,1
STU00243,Hayat El Bakali,F,2001-11-27,AP1,PREPA,2024,Actif,7,3
STU00102,Hicham Ait Said,M,2007-03-29,AP1,PREPA,2024,Actif,7,2
STU00244,Tifawt Makkaoui,F,2007-05-29,AP1,PREPA,2024,Actif,7,4
STU00103,Khalid Ezzahiri,M,2001-12-27,AP1,PREPA,2024,Actif,7,3
STU00245,Saida Sabri,F,2001-03-28,AP1,PREPA,2024,Actif,7,5
STU00104,Ikram Hassani,F,2002-02-27,AP1,PREPA,2024,Actif,7,4
STU00246,Larbi Bensmail,M,2005-10-27,AP1,PREPA,2024,Actif,7,6
STU00105,Aziza Ait Lahcen,F,2007-10-27,AP1,PREPA,2024,Actif,7,5
STU00247,Fayçal El Fassi,M,2005-04-28,AP1,PREPA,2024,Actif,7,7
STU00106,Fatima Nejjar,F,2004-02-27,AP1,PREPA,2024,Actif,7,6
STU00248,Fouad Ait Brahim,M,2000-05-28,AP1,PREPA,2024,Actif,7,8
STU00107,Badis Abderrahim,M,2003-07-30,AP1,PREPA,2024,Actif,7,7
STU00249,Hassan Atiki,M,2007-06-29,AP1,PREPA,2024,Actif,7,9
STU00108,Fatna Akdim,F,2002-04-29,AP1,PREPA,2024,Actif,7,8
STU00250,Tiwizi Abderrahim,F,2005-08-27,AP1,PREPA,2024,Actif,7,10
STU00109,Abdelmajid Boukhris,M,2000-02-27,AP1,PREPA,2024,Actif,7,9
STU00251,Amira Benslimane,F,2003-08-27,AP1,PREPA,2024,Actif,7,1
STU00110,Tamurt Rahmouni,F,2000-05-28,AP1,PREPA,2024,Actif,7,10
STU00252,Rachid Hazzam,M,2001-12-27,AP1,PREPA,2024,Actif,7,2
STU00111,Anas Amrani,M,2003-04-29,AP1,PREPA,2024,Actif,7,1
STU00253,Munir Zoulikha,M,2005-08-27,AP1,PREPA,2024,Actif,7,3
STU00112,Jaouad Zerhouni,M,2002-10-27,AP1,PREPA,2024,Actif,7,2
STU00254,Hajar Senhaji,F,2007-01-27,AP1,PREPA,2024,Actif,7,4
STU00113,Tarik Bouskour,M,2003-09-27,AP1,PREPA,2024,Actif,7,3
STU00255,Jalil Bouskour,M,2000-04-28,AP1,PREPA,2024,Actif,7,5
STU00114,Loubna Abdelkader,F,2004-01-27,AP1,PREPA,2024,Actif,7,4
STU00256,Samir Abdelkader,M,2000-11-26,AP1,PREPA,2024,Actif,7,6
STU00115,Rachid Boucetta,M,2004-05-28,AP1,PREPA,2024,Actif,7,5
STU00257,Hajar Erraji,F,2007-05-29,AP1,PREPA,2024,Actif,7,7
STU00116,Noureddine Moussaoui,M,2003-04-29,AP1,PREPA,2024,Actif,7,6
STU00258,Meryem Cherkaoui,F,2002-09-27,AP1,PREPA,2024,Actif,7,8
STU00117,Samira Znagui,F,2003-09-27,AP1,PREPA,2024,Actif,7,7
STU00259,Halima Maarofi,F,2000-12-26,AP1,PREPA,2024,Actif,7,9
STU00118,Jihane Zaari,F,2002-09-27,AP1,PREPA,2024,Actif,7,8
STU00260,Aziza Boutaleb,F,2000-05-28,AP1,PREPA,2024,Actif,7,10
STU00119,Hassan Sahraoui,M,2002-01-27,AP1,PREPA,2024,Actif,7,9
STU00120,Idriss Bennani,M,2001-04-28,AP1,PREPA,2024,Actif,7,10
STU00121,Abdellatif Chafik,M,2005-12-27,AP1,PREPA,2024,Actif,7,1
STU00122,Nisrine Ben Othman,F,2005-04-28,AP1,PREPA,2024,Actif,7,2
STU00123,Chakib Sbai,M,2006-07-30,AP1,PREPA,2024,Actif,7,3
STU00124,Jihane Ait Said,F,2007-05-29,AP1,PREPA,2024,Actif,7,4
STU00125,Yasmine Zaidi,F,2001-09-27,AP1,PREPA,2024,Actif,7,5
STU00126,Idriss Ben Hassan,M,2004-01-27,AP1,PREPA,2024,Actif,7,6
STU00127,Salwa Abdelkader,F,2001-03-28,AP1,PREPA,2024,Actif,7,7
STU00128,Kenza Yacoubi,F,2004-01-27,AP1,PREPA,2024,Actif,7,8
STU00129,Jamila Mesmoudi,F,2000-09-26,AP1,PREPA,2024,Actif,7,9
STU00130,Soundous Slaoui,F,2006-02-27,AP1,PREPA,2024,Actif,7,10
STU00131,Mounir Abdelali,M,2004-07-29,AP1,PREPA,2024,Actif,7,1
STU00132,Manal Haouzi,F,2000-11-26,AP1,PREPA,2024,Actif,7,2
STU00133,Abdelilah Ben Slimane,M,2002-09-27,AP1,PREPA,2024,Actif,7,3
STU00134,Abdelkader Fassi,M,2003-07-30,AP1,PREPA,2024,Actif,7,4
STU00135,Tanirt Sekkat,F,2004-01-27,AP1,PREPA,2024,Actif,7,5
STU00136,Othmane Amrani,M,2006-12-27,AP1,PREPA,2024,Actif,7,6
STU00137,Driss Zouaoui,M,2005-12-27,AP1,PREPA,2024,Actif,7,7
STU00138,Aylal Boukhris,M,2001-12-27,AP1,PREPA,2024,Actif,7,8
STU00139,Sabah Laghzaoui,F,2000-05-28,AP1,PREPA,2024,Actif,7,9
STU00140,Mourad Meknassi,M,2003-10-27,AP1,PREPA,2024,Actif,7,10
STU00141,Salma Ouazzani,F,2003-11-27,AP1,PREPA,2024,Actif,7,1
STU00142,Nawal Ait Brahim,F,2003-01-27,AP1,PREPA,2024,Actif,7,2
STU00261,Rafik Hamdaoui,M,2006-10-27,AP1,PREPA,2024,Actif,7,1
STU00262,Ikram Karim,M,2001-01-26,AP1,PREPA,2024,Actif,7,2
STU00263,Yamina Wakrim,F,2001-09-27,AP1,PREPA,2024,Actif,7,3
STU00264,Jihane Sabbagh,F,2001-09-27,AP1,PREPA,2024,Actif,7,4
STU00265,Joumana Mekouar,F,2007-05-29,AP1,PREPA,2024,Actif,7,5
STU00266,Larbi El Mansouri,M,2003-04-29,AP1,PREPA,2024,Actif,7,6
STU00267,Zakaria Tami,M,2000-01-27,AP1,PREPA,2024,Actif,7,7
STU00268,Nezha Ben Youssef,F,2007-07-30,AP1,PREPA,2024,Actif,7,8
STU00269,Rayhana Bennani,F,2004-08-26,AP1,PREPA,2024,Actif,7,9
STU00270,Yahya Semlali,M,2007-02-27,AP1,PREPA,2024,Actif,7,10
STU00271,Kenza Ait Brahim,F,2000-10-26,AP1,PREPA,2024,Actif,7,1
STU00272,Aicha Boutaleb,F,2002-05-29,AP1,PREPA,2024,Actif,7,2
STU00273,Fatima-Zahra El Kadiri,F,2001-01-26,AP1,PREPA,2024,Actif,7,3
STU00274,Chakib Tetuani,M,2006-04-29,AP1,PREPA,2024,Actif,7,4
STU00275,Meryem Yazidi,F,2002-02-27,AP1,PREPA,2024,Actif,7,5
STU00276,Rida Idrissi,M,2007-10-27,AP1,PREPA,2024,Actif,7,6
STU00277,Idriss Tanjaoui,M,2006-04-29,AP1,PREPA,2024,Actif,7,7
STU00278,Basma Zouiten,F,2002-04-29,AP1,PREPA,2024,Actif,7,8
STU00279,Taoufik Oudghiri,M,2007-01-27,AP1,PREPA,2024,Actif,7,9
STU00280,Fadwa Meknassi,F,2001-04-28,AP1,PREPA,2024,Actif,7,10
STU00281,Majda Cherkaoui,F,2004-04-28,AP1,PREPA,2024,Actif,7,1
STU00282,Abdelilah Berrada,M,2007-06-29,AP1,PREPA,2024,Actif,7,2
STU00283,Karima El Mansouri,F,2007-09-27,AP1,PREPA,2024,Actif,7,3
STU00284,Syphax Abdelmajid,M,2003-11-27,AP1,PREPA,2024,Actif,7,4
STU00285,Btissam Karim,F,2003-05-29,AP1,PREPA,2024,Actif,7,5
STU00286,Hayat El Fassi,F,2002-01-27,AP1,PREPA,2024,Actif,7,6
STU00287,Widad Hassani,F,2002-05-29,AP1,PREPA,2024,Actif,7,7
STU00288,Fouad Abdelkader,M,2001-09-27,AP1,PREPA,2024,Actif,7,8
STU00289,Fadila Bensmail,F,2007-11-27,AP1,PREPA,2024,Actif,7,9
STU00290,Zineb Hamdaoui,F,2004-10-26,AP1,PREPA,2024,Actif,7,10
STU00291,Idriss El Alami,M,2005-04-28,AP1,PREPA,2024,Actif,7,1
STU00292,Mehdi Tami,M,2005-11-27,AP1,PREPA,2024,Actif,7,2
STU00293,Brahim Rbati,M,2000-07-29,AP1,PREPA,2024,Actif,7,3
STU00294,Ghali Slaoui,M,2000-09-26,AP1,PREPA,2024,Actif,7,4
STU00295,Hatim Alami,M,2001-10-27,AP1,PREPA,2024,Actif,7,5
STU00296,Abdelaziz Sekkat,M,2007-10-27,AP1,PREPA,2024,Actif,7,6
STU00297,Ismail Jennane,M,2002-06-29,AP1,PREPA,2024,Actif,7,7
STU00298,Aylal Tijani,M,2000-09-26,AP1,PREPA,2024,Actif,7,8
STU00299,Khadija Ait Omar,F,2007-10-27,AP1,PREPA,2024,Actif,7,9
STU00300,Abdesselam Amrani,M,2002-02-27,AP1,PREPA,2024,Actif,8,10
STU00301,Malek Abdelkarim,M,2006-11-26,AP2,PREPA,2023,Actif,8,11
STU00302,Haitham Boutarbouch,M,2001-09-26,AP2,PREPA,2023,Actif,8,12
STU00303,Abderrahmane Tahri,M,2007-04-28,AP2,PREPA,2023,Actif,8,13
STU00304,Kawtar Tabbakh,F,2007-06-28,AP2,PREPA,2023,Actif,8,14
STU00305,Meryem Lahlou,F,2003-12-26,AP2,PREPA,2023,Actif,8,15
STU00306,Mourad Drissi,M,2001-01-25,AP2,PREPA,2023,Actif,8,16
STU00307,Massin Hassani,M,2000-08-25,AP2,PREPA,2023,Actif,8,17
STU00308,Mounir Labbadi,M,2001-04-27,AP2,PREPA,2023,Actif,8,18
STU00309,Tayri Ezzahiri,F,2000-02-26,AP2,PREPA,2023,Actif,8,19
STU00310,Nora Harraq,F,2001-12-26,AP2,PREPA,2023,Actif,8,20
STU00311,Oussama Yassine,M,2006-02-26,AP2,PREPA,2023,Actif,8,11
STU00312,Fayçal Abdellatif,M,2003-09-26,AP2,PREPA,2023,Actif,8,12
STU00313,Hafida Abdelmajid,F,2003-12-26,AP2,PREPA,2023,Actif,8,13
